,Bio,Profession,Gender
103,"_ has extensive industry experience including designing 7-Eleven Corp's multi-terabyte, Star Schema Data Warehouse. _ holds several Oracle Masters; B.S., M.S., and Ph.D. degrees in Computer Science; and an M.B.A. A prolific author, _ has written for numerous technology periodicals and has authored two books: ""Oracle DBA Guide to Data Warehousing and Star Schemas"" ""TOAD Handbook.""",architect,M
104,_ works as a school counsellor in inner Sydney schools and has also taught at school and university level. _ has done some pro-life lobbying at the UN and does voluntary work for Family Life International.,psychologist,F
105,"_ has worked at a print shop as a printer, managed a department store office, and worked for an insurance agency. _ loves to travel; _ favorite places being Italy, and Aruba, which show up in _ novels quite a bit. _ loves to play Bridge and to garden. _ grows African violets and orchids. _ is the author of the Time After Time series, which follows a pair of lovers through their many lifetimes together. _ novels, classified as romantic action adventures with a sci-fi/ fantasy twist, are about life, love, loss, and lunacy. Connect with _ on Twitter at @Cay47. Visit _ website at carolannkauffman.weebly.com or visit _ blog, Vision and Verse at visionandverse.blogspot.com.show more",teacher,F
106,"A frequent creative collaborator to bratty, _ is both muse and artist, endlessly embodying inspiration whether _'s in front or behind the camera.",photographer,F
107,"_ primarily manages fact discovery in litigation matters, including antitrust/competition and securities enforcement matters. _'s focus is managing electronic discovery involving large teams of contract attorneys reviewing millions of documents. _ practice includes managing party productions and review (including privilege and deposition defense review), as well as managing review of adverse-party and third-party productions. _ has extensive experience in quality check review of documents and is proficient in the use of a broad range of document discovery tools. Good to know",attorney,M
108,"OJPC creates fair, intelligent, and redemptive criminal justice systems through zealous client-centered advocacy, innovative policy reform, and cross-sector community education. Learn more and support OJPC at www.ohiojpc.org.",attorney,M
109,"Dr. _ received _ Ph.D. in Accounting from the Florida International University (2014). _ holds an M.S. in Accounting from the State University of New York at Binghamton (2010), and a B.S. in Accounting from the Shandong Economic University in China (2007). _ has taught several Accounting classes including Managerial Accounting, Principles of Financial Accounting, and Intermediate Accounting II. _ research interests include executive compensation, earnings management, corporate governance, and auditing. _ is a Certified Public Accountant in the state of Illinois and is an active member of the American Accounting Association.",professor,F
110,"_ loves to bake, collect magazines, and dream of the next place to visit while balancing nursing school and a family. _ can be found on Instagram here.",photographer,F
111,"Prior to joining Redis Labs, _ worked on a ground breaking cyber security technology, a Behavioral Firewall and served in an elite unit in the Israeli Defense Forces.",software_engineer,M
112,"_ boss, who is _ sister, hires a sexy partner who has a talent for dirty talking. The two sparks a romance, but their show is cancelled when _ has an outburst on air. They soon plan the death of _'s sister, but _ soon finds out that _'s being set up.",dj,M
113,"_ graduated from the University of Texas in 1970. _. _ has been involved in architectural design and town planning with several prestigious companies including Ford, Powell, and Carson, 3D/International Senior Designer, Richard Fitzgerald and Associates",architect,M
114,"_ is the daughter of Holocaust survivors and has three granddaughters, all of whom love donuts. _ writing has appeared in the Jewish Literary Journal and Lilith.",psychologist,F
115,"In _ practice, _ is particularly interested in bladder cancer, brachytherapy (seed implants), and testicular cancer. Dr. _ is affiliated with the University of Colorado Cancer Center - Anschutz and CU Medicine. _ attended medical school at the University of Colorado Denver School of Medicine. _ trained at a hospital affiliated with the University of Colorado Denver for residency. Dr. _ is an in-network provider for United Healthcare Choice, United Healthcare HSA, Humana HMO, and more.",physician,M
116,"_ is Research director of the Center for International Development and Conflict Management (CIDCM) and director of the Minorities at Risk (MAR) project (now AMAR, A for All). _ studies the effect of identity (ethnicity, religion, gender) on contentious political outcomes (elections and violence), and has done extensive fieldwork in the Andes and in South-East Europe.",professor,F
117,"_ began _ full-time ministry in Haiti in 2011 at the Hands and Feet Project, where _ lived with and taught preschool to the 2-3 yr olds, and monitored the progress of several infants with developmental delays. _ recently accepted a position at the Greater Works Home for Girls in Port-au-Prince with a dual role: _ currently serves as Assistant Director at the home, caring for 32 girls, ages 3-21 years old, and will serve as Kindergarten (U.S. equivalent to preschool, ages 2 1/2-5 years) Supervisor at the associated school for the 2012-2013 school year. _’s vision is to create a sustainable and reproducible early childhood program that meets the developmental needs of the youngest, and most at risk, students in Haiti as well as providing a framework of support and professional development for teachers/caregivers.",teacher,F
